_CurrencyCode|text|HoldingDetail_Id|LocalMarketValue_Id|DataEffectiveDT|DataObjectInstanceVersionKey
HKD||42518|1488|2014-06-10|62903
HKD||42519|1489|2014-06-10|62903
HKD||42520|1490|2014-06-10|62903
HKD||42521|1491|2014-06-10|62903
HKD||42522|1492|2014-06-10|62903
HKD||42523|1493|2014-06-10|62903
HKD||42524|1494|2014-06-10|62903
HKD||42525|1495|2014-06-10|62903
HKD||42526|1496|2014-06-10|62903
HKD||42527|1497|2014-06-10|62903
HKD||42528|1498|2014-06-10|62903
HKD||42529|1499|2014-06-10|62903
HKD||42530|1500|2014-06-10|62903
HKD||42531|1501|2014-06-10|62903
HKD||42532|1502|2014-06-10|62903
HKD||42533|1503|2014-06-10|62903
HKD||42534|1504|2014-06-10|62903
HKD||42535|1505|2014-06-10|62903
HKD||42536|1506|2014-06-10|62903
HKD||42537|1507|2014-06-10|62903
HKD||42538|1508|2014-06-10|62903
HKD||42539|1509|2014-06-10|62903
HKD||42540|1510|2014-06-10|62903
HKD||42541|1511|2014-06-10|62903
HKD||42542|1512|2014-06-10|62903
HKD||42543|1513|2014-06-10|62903
JPY||45577|1514|2014-06-10|62903
JPY||45578|1515|2014-06-10|62903
USD||45579|1516|2014-06-10|62903
JPY||45580|1517|2014-06-10|62903
JPY||45581|1518|2014-06-10|62903
JPY||45582|1519|2014-06-10|62903
USD||45583|1520|2014-06-10|62903
JPY||45584|1521|2014-06-10|62903
USD||45585|1522|2014-06-10|62903
JPY||45586|1523|2014-06-10|62903
JPY||45587|1524|2014-06-10|62903
USD||45588|1525|2014-06-10|62903
USD||45590|1526|2014-06-10|62903
JPY||45592|1527|2014-06-10|62903
JPY||45593|1528|2014-06-10|62903
JPY||45594|1529|2014-06-10|62903
USD||45595|1530|2014-06-10|62903
USD||45596|1531|2014-06-10|62903
JPY||45597|1532|2014-06-10|62903
USD||45893|1533|2014-06-10|62903
USD||45894|1534|2014-06-10|62903
USD||45944|1535|2014-06-10|62903
USD||45945|1536|2014-06-10|62903
USD||45946|1537|2014-06-10|62903
USD||45947|1538|2014-06-10|62903
USD||45948|1539|2014-06-10|62903
USD||45949|1540|2014-06-10|62903
USD||45950|1541|2014-06-10|62903
USD||45951|1542|2014-06-10|62903
USD||45952|1543|2014-06-10|62903
USD||45953|1544|2014-06-10|62903
USD||45954|1545|2014-06-10|62903
USD||45955|1546|2014-06-10|62903
USD||45956|1547|2014-06-10|62903
USD||45957|1548|2014-06-10|62903
USD||45958|1549|2014-06-10|62903
USD||45959|1550|2014-06-10|62903
USD||45960|1551|2014-06-10|62903
USD||45961|1552|2014-06-10|62903
USD||45962|1553|2014-06-10|62903
USD||45963|1554|2014-06-10|62903
USD||45964|1555|2014-06-10|62903
USD||45965|1556|2014-06-10|62903
USD||45967|1557|2014-06-10|62903
USD||45968|1558|2014-06-10|62903
USD||45969|1559|2014-06-10|62903
USD||45970|1560|2014-06-10|62903
USD||45971|1561|2014-06-10|62903
USD||45972|1562|2014-06-10|62903
USD||45973|1563|2014-06-10|62903
USD||45974|1564|2014-06-10|62903
USD||45975|1565|2014-06-10|62903
USD||45976|1566|2014-06-10|62903
USD||45977|1567|2014-06-10|62903
USD||45978|1568|2014-06-10|62903
USD||45979|1569|2014-06-10|62903
USD||45980|1570|2014-06-10|62903
USD||45981|1571|2014-06-10|62903
USD||45982|1572|2014-06-10|62903
USD||45983|1573|2014-06-10|62903
USD||45984|1574|2014-06-10|62903
USD||45985|1575|2014-06-10|62903
USD||45986|1576|2014-06-10|62903
USD||45987|1577|2014-06-10|62903
USD||45988|1578|2014-06-10|62903
USD||45989|1579|2014-06-10|62903
USD||45990|1580|2014-06-10|62903
USD||45991|1581|2014-06-10|62903
USD||45992|1582|2014-06-10|62903
USD||45993|1583|2014-06-10|62903
USD||45994|1584|2014-06-10|62903
USD||45995|1585|2014-06-10|62903
USD||45996|1586|2014-06-10|62903
USD||45997|1587|2014-06-10|62903
USD||45998|1588|2014-06-10|62903
USD||45999|1589|2014-06-10|62903
USD||46000|1590|2014-06-10|62903
USD||46001|1591|2014-06-10|62903
USD||46002|1592|2014-06-10|62903
USD||46003|1593|2014-06-10|62903
USD||46004|1594|2014-06-10|62903
USD||46005|1595|2014-06-10|62903
USD||46006|1596|2014-06-10|62903
USD||46007|1597|2014-06-10|62903
USD||46008|1598|2014-06-10|62903
USD||46009|1599|2014-06-10|62903
USD||46010|1600|2014-06-10|62903
JPY||49314|1601|2014-06-10|62903
HKD||49315|1602|2014-06-10|62903
HKD||49316|1603|2014-06-10|62903
HKD||49317|1604|2014-06-10|62903
HKD||49318|1605|2014-06-10|62903
HKD||49319|1606|2014-06-10|62903
HKD||49320|1607|2014-06-10|62903
HKD||49321|1608|2014-06-10|62903
HKD||49322|1609|2014-06-10|62903
HKD||49323|1610|2014-06-10|62903
HKD||49324|1611|2014-06-10|62903
HKD||49326|1612|2014-06-10|62903
HKD||49327|1613|2014-06-10|62903
HKD||49328|1614|2014-06-10|62903
HKD||49329|1615|2014-06-10|62903
JPY||49330|1616|2014-06-10|62903
HKD||49331|1617|2014-06-10|62903
HKD||49332|1618|2014-06-10|62903
HKD||49333|1619|2014-06-10|62903
HKD||49334|1620|2014-06-10|62903
HKD||49335|1621|2014-06-10|62903
HKD||49336|1622|2014-06-10|62903
HKD||49337|1623|2014-06-10|62903
HKD||49338|1624|2014-06-10|62903
HKD||49339|1625|2014-06-10|62903
HKD||49340|1626|2014-06-10|62903
HKD||49341|1627|2014-06-10|62903
HKD||49342|1628|2014-06-10|62903
HKD||49343|1629|2014-06-10|62903
HKD||49344|1630|2014-06-10|62903
HKD||49345|1631|2014-06-10|62903
HKD||49346|1632|2014-06-10|62903
HKD||49347|1633|2014-06-10|62903
HKD||49348|1634|2014-06-10|62903
HKD||49349|1635|2014-06-10|62903
HKD||49350|1636|2014-06-10|62903
HKD||49351|1637|2014-06-10|62903
HKD||49352|1638|2014-06-10|62903
HKD||49353|1639|2014-06-10|62903
HKD||49354|1640|2014-06-10|62903
HKD||49355|1641|2014-06-10|62903
HKD||49356|1642|2014-06-10|62903
HKD||49357|1643|2014-06-10|62903
HKD||49358|1644|2014-06-10|62903
HKD||49359|1645|2014-06-10|62903
JPY||52711|1646|2014-06-10|62903
USD||52712|1647|2014-06-10|62903
USD||52713|1648|2014-06-10|62903
USD||52993|1649|2014-06-10|62903
USD||52995|1650|2014-06-10|62903
USD||52997|1651|2014-06-10|62903
USD||52998|1652|2014-06-10|62903
USD||57003|1653|2014-06-10|62903
USD||57004|1654|2014-06-10|62903
JPY||57448|1655|2014-06-10|62903
JPY||57449|1656|2014-06-10|62903
JPY||57450|1657|2014-06-10|62903
JPY||57451|1658|2014-06-10|62903
JPY||57452|1659|2014-06-10|62903
JPY||57453|1660|2014-06-10|62903
USD||57454|1661|2014-06-10|62903
USD||57455|1662|2014-06-10|62903
EUR||57456|1663|2014-06-10|62903
USD||57457|1664|2014-06-10|62903
CHF||57458|1665|2014-06-10|62903
JPY||57459|1666|2014-06-10|62903
EUR||57460|1667|2014-06-10|62903
EUR||57461|1668|2014-06-10|62903
USD||57462|1669|2014-06-10|62903
EUR||57463|1670|2014-06-10|62903
EUR||57464|1671|2014-06-10|62903
USD||57465|1672|2014-06-10|62903
USD||57466|1673|2014-06-10|62903
EUR||57467|1674|2014-06-10|62903
USD||57468|1675|2014-06-10|62903
EUR||57469|1676|2014-06-10|62903
USD||57470|1677|2014-06-10|62903
EUR||57471|1678|2014-06-10|62903
EUR||57472|1679|2014-06-10|62903
USD||57473|1680|2014-06-10|62903
EUR||57474|1681|2014-06-10|62903
ZAR||57475|1682|2014-06-10|62903
USD||57476|1683|2014-06-10|62903
USD||57477|1684|2014-06-10|62903
USD||57478|1685|2014-06-10|62903
USD||57479|1686|2014-06-10|62903
HKD||57480|1687|2014-06-10|62903
USD||57481|1688|2014-06-10|62903
JPY||57482|1689|2014-06-10|62903
USD||57483|1690|2014-06-10|62903
CHF||57484|1691|2014-06-10|62903
HKD||57485|1692|2014-06-10|62903
CNY||57486|1693|2014-06-10|62903
USD||57487|1694|2014-06-10|62903
JPY||57488|1695|2014-06-10|62903
GBP||57489|1696|2014-06-10|62903
EUR||57490|1697|2014-06-10|62903
USD||57491|1698|2014-06-10|62903
JPY||57492|1699|2014-06-10|62903
USD||57493|1700|2014-06-10|62903
JPY||57494|1701|2014-06-10|62903
SGD||57495|1702|2014-06-10|62903
USD||57496|1703|2014-06-10|62903
USD||57497|1704|2014-06-10|62903
USD||57498|1705|2014-06-10|62903
EUR||57499|1706|2014-06-10|62903
USD||57500|1707|2014-06-10|62903
EUR||57501|1708|2014-06-10|62903
EUR||57502|1709|2014-06-10|62903
USD||57503|1710|2014-06-10|62903
USD||57504|1711|2014-06-10|62903
EUR||57505|1712|2014-06-10|62903
USD||57506|1713|2014-06-10|62903
EUR||57507|1714|2014-06-10|62903
USD||57508|1715|2014-06-10|62903
USD||57509|1716|2014-06-10|62903
HKD||57510|1717|2014-06-10|62903
USD||57511|1718|2014-06-10|62903
USD||57512|1719|2014-06-10|62903
USD||57513|1720|2014-06-10|62903
EUR||57514|1721|2014-06-10|62903
USD||57515|1722|2014-06-10|62903
SGD||57516|1723|2014-06-10|62903
USD||57517|1724|2014-06-10|62903
AUD||57518|1725|2014-06-10|62903
USD||57519|1726|2014-06-10|62903
USD||57520|1727|2014-06-10|62903
EUR||57521|1728|2014-06-10|62903
AUD||57522|1729|2014-06-10|62903
AUD||57523|1730|2014-06-10|62903
USD||57524|1731|2014-06-10|62903
USD||57525|1732|2014-06-10|62903
HKD||57526|1733|2014-06-10|62903
EUR||57527|1734|2014-06-10|62903
USD||57528|1735|2014-06-10|62903
USD||57550|1736|2014-06-10|62903
JPY||57551|1737|2014-06-10|62903
JPY||57552|1738|2014-06-10|62903
CHF||59528|1739|2014-06-10|62903
CHF||59529|1740|2014-06-10|62903
CHF||59530|1741|2014-06-10|62903
CHF||59532|1742|2014-06-10|62903
CHF||59533|1743|2014-06-10|62903
CHF||59534|1744|2014-06-10|62903
CHF||59535|1745|2014-06-10|62903
CHF||59536|1746|2014-06-10|62903
CHF||59537|1747|2014-06-10|62903
CHF||59538|1748|2014-06-10|62903
CHF||59539|1749|2014-06-10|62903
CHF||59540|1750|2014-06-10|62903
CHF||59541|1751|2014-06-10|62903
CHF||59542|1752|2014-06-10|62903
CHF||59543|1753|2014-06-10|62903
CHF||59544|1754|2014-06-10|62903
CHF||59545|1755|2014-06-10|62903
CHF||59546|1756|2014-06-10|62903
CHF||59547|1757|2014-06-10|62903
CHF||59548|1758|2014-06-10|62903
CHF||59549|1759|2014-06-10|62903
CHF||59550|1760|2014-06-10|62903
CHF||59551|1761|2014-06-10|62903
CHF||59552|1762|2014-06-10|62903
CHF||59553|1763|2014-06-10|62903
CHF||59554|1764|2014-06-10|62903
CHF||59555|1765|2014-06-10|62903
CHF||59556|1766|2014-06-10|62903
CHF||59557|1767|2014-06-10|62903
CHF||59558|1768|2014-06-10|62903
CHF||59559|1769|2014-06-10|62903
CHF||59560|1770|2014-06-10|62903
CHF||59561|1771|2014-06-10|62903
CHF||59562|1772|2014-06-10|62903
USD||59796|1773|2014-06-10|62903
HKD||59825|1774|2014-06-10|62903
HKD||59826|1775|2014-06-10|62903
HKD||59827|1776|2014-06-10|62903
HKD||59828|1777|2014-06-10|62903
HKD||59830|1778|2014-06-10|62903
HKD||59831|1779|2014-06-10|62903
HKD||59832|1780|2014-06-10|62903
HKD||59833|1781|2014-06-10|62903
HKD||59834|1782|2014-06-10|62903
HKD||59835|1783|2014-06-10|62903
HKD||59836|1784|2014-06-10|62903
HKD||59837|1785|2014-06-10|62903
HKD||59838|1786|2014-06-10|62903
HKD||59839|1787|2014-06-10|62903
HKD||59840|1788|2014-06-10|62903
HKD||59841|1789|2014-06-10|62903
HKD||59842|1790|2014-06-10|62903
HKD||59843|1791|2014-06-10|62903
HKD||59844|1792|2014-06-10|62903
HKD||59845|1793|2014-06-10|62903
HKD||59846|1794|2014-06-10|62903
HKD||59847|1795|2014-06-10|62903
HKD||59848|1796|2014-06-10|62903
HKD||59849|1797|2014-06-10|62903
HKD||59850|1798|2014-06-10|62903
HKD||59851|1799|2014-06-10|62903
CAD||59904|1800|2014-06-10|62903
USD||59905|1801|2014-06-10|62903
CAD||59906|1802|2014-06-10|62903
USD||59907|1803|2014-06-10|62903
USD||59909|1804|2014-06-10|62903
EUR||59910|1805|2014-06-10|62903
EUR||59911|1806|2014-06-10|62903
EUR||59912|1807|2014-06-10|62903
HKD||59913|1808|2014-06-10|62903
HKD||59914|1809|2014-06-10|62903
EUR||59915|1810|2014-06-10|62903
CHF||59916|1811|2014-06-10|62903
CAD||59917|1812|2014-06-10|62903
INR||59918|1813|2014-06-10|62903
KRW||59919|1814|2014-06-10|62903
EUR||59920|1815|2014-06-10|62903
INR||59921|1816|2014-06-10|62903
USD||59922|1817|2014-06-10|62903
USD||59923|1818|2014-06-10|62903
JPY||59924|1819|2014-06-10|62903
HKD||59925|1820|2014-06-10|62903
JPY||59926|1821|2014-06-10|62903
HKD||59927|1822|2014-06-10|62903
BRL||59928|1823|2014-06-10|62903
JPY||59929|1824|2014-06-10|62903
HKD||59930|1825|2014-06-10|62903
EUR||59931|1826|2014-06-10|62903
HKD||59932|1827|2014-06-10|62903
JPY||59933|1828|2014-06-10|62903
EUR||59934|1829|2014-06-10|62903
JPY||59935|1830|2014-06-10|62903
USD||59936|1831|2014-06-10|62903
EUR||59937|1832|2014-06-10|62903
JPY||59938|1833|2014-06-10|62903
USD||59939|1834|2014-06-10|62903
HKD||59940|1835|2014-06-10|62903
SEK||59941|1836|2014-06-10|62903
JPY||59942|1837|2014-06-10|62903
EUR||59943|1838|2014-06-10|62903
AUD||59944|1839|2014-06-10|62903
SGD||59945|1840|2014-06-10|62903
INR||59946|1841|2014-06-10|62903
EUR||59947|1842|2014-06-10|62903
INR||59948|1843|2014-06-10|62903
INR||59949|1844|2014-06-10|62903
EUR||59950|1845|2014-06-10|62903
USD||59951|1846|2014-06-10|62903
USD||61702|1847|2014-06-10|62903
USD||61703|1848|2014-06-10|62903
USD||61704|1849|2014-06-10|62903
